601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
602050022600040022900343  20091840000000960328000029 PR-05251100000575957.89163897.9311026826
601970031700010004200042  20092120000002000692210029 06051000000175576536.06167385.9611026826
6019600141000200131000000020193160000011340568000029 06076000000000575262.98167951.9411026826
602050022700040022900344  20091900000000610328000029 PR-05252100000575951.95163909.3811026826
601860046300010002070009  20121790000009080308000029 PR-05413100000577393.22169756.6911026826
601930121200020063100631  20122930000001510222200029 06170000000491572451.68167353.8411026826
601930062000130012900129  20091410000000860392210029 06130000000420569752.83167552.4511026826
6019600040000100002000000020150580000054470668000029 06054000000000576046.22167885.7111026826
6020900308000400138000000020200860000003040468000029 06067000100000572672.85162506.3611026826
6019400192000400036000000020170330000050890408000029 PR-05243000000573627.25167008.7411026826
601930084200400021100211  20082530000006810408000029 06119000000000571369.86168447.3511026826
602080077100100020200202  20080780000003140328000029 06085000000000570940.12163447.0211026826
602080133500040029700571  20080780000005590228000029 06085000000000570910.34163454.5111026826
6019600048000100003000000020150580000032370668000029 06054000000000576028.94167998.8011026826
6019600075000500003000000020150580000005430698000029 06054000000000575696.73167818.7411026826
6019600084000300003000000020150580000012630658000029 06054000000000575971.85168047.4811026826
6019600375000100021000000020150580000000960228000029 06054000000000575413.46168003.1511026826
602060037200040002400024  20123170000005780188000029 06112000000000574708.60165955.7511026826
602060037300000014400144  20123170000009360398000029 06112000000000574671.77165962.3511026826
602060119100010045000497  20123170000006220548000029 06112000100000574667.88165975.4711026826
601870059900140000500250  20123170000014300528000029 06189000000000574790.85168586.8611026826
602070084200020020200230  20081700000045250408000029 PR-05135000000572629.41165000.2211026826
6018800534000500098000000020163090000002460582210029 06190000100518574126.39169450.0411026826
6018800534000700146000000020163090000000140588000029 06190000100000574139.16169454.5811026826
6018800534001200146000000020163090000000740438000029 06190000100000574095.06169389.8311026826
601860046400120001970011  20122910000016050658000029 PR-05422000000577287.95169765.6911026826
601960029200160006100061  20082940000027000498000029 06036000000000574991.84166650.3811026826
6018600434000700243000000020192190000008370668000029 06173000100000577071.70169677.0911026826
6018600474001100243000000020192190000088920678000029 06173000100000577061.65169683.7411026826
601880101400020058800588  20083010000002430498000029 PR-05367000000572796.42168242.4511026826
6019301535000000655000000020190590000083960498000029 PR-05811000000570580.82168440.7211026826
6021100072000600065000000020192130000091440578000029 06079000000000575045.31162231.1411026826
6021100072000600065000000020192130000000300572200029 06079000000255575025.88162155.8511026826
6021100912000100294000000020192130000030920568000029 06079000000000575074.93162288.7411026826
6020700829000000008000000020192260000000310192210029 06066000000080572673.43164818.2811026826
6020700829000000008000000020192260000000720192210029 06066000000081572680.65164802.5811026826
601880078200010016100161  20081260000145720388000029 06106000000000572773.98169690.0611026826
6019000443000600213000000020150980000015470388000029 PR-05252000000572498.49169879.7411026826
6020800529000500297000000020122760000001100228000029 PR-05485100000570288.30163571.9911026826
6020800530000200297000000020122760000000680558000029 PR-05485100000570329.51163587.4811026826
6020800556000200297000000020122760000000430228000029 PR-05485100000570449.44163554.7411026826
6020800819000200297000000020122760000000250228000029 PR-05485100000570437.29163563.5711026826
6018700582000800429000000020190040000000810522200029 06263000100659575055.80168705.0911026826
6021100233000170026000000020183380000036840328000029 PR-05364000000573440.99161718.7911026826
6018800333001500133000000020190810000006680658000029 06216000100000574207.91170088.8311026826
6018400641000400297000000020151910000007530618000029 06419000000000575613.33170974.6311026826
602080102000000017400174  20123520000016920398000029 06148000000000571107.32165347.9011026826
602080102000000017400174  20123520000045100398000029 06148000000000571237.01165271.2211026826
6018700721000200505000000020151060000001300192210029 06219000000310575571.16169141.3211026826
6018800208000300453000000020151060000001380212200029 06179000100186573929.82170437.6211026826
602080121100080055300635  20130040000009220468000029 06150000100000571803.42163490.7611026826
601840050500080051470046  20123320000001020568000029 PR-06406100000575011.20171602.8311026826
601840050500107004770047  20123320000000160522210029 PR-06406100088575012.27171596.2711026826
601840010700060005570048  20123350000000760638000029 PR-06407000000575609.06171949.1511026826
601840012000000005570048  20123350000008860638000029 PR-06407000000575671.14171935.3411026826
601840067300000030000300  20060480000000450572210029 06198000000159575515.87170921.2911026826
6019400553000600036000000020151680000003840742200029 06061000100150572515.13166333.5311026826
601870048400020062000620  20060990000002210478000029 PR-05364000000575787.86168356.9411026826
601940026300010001200050  20060680000051800408000029 PR-05126000000573017.64166354.7511026826
601870048900000062000620  20060990000011150678000029 PR-05364000000575881.15168508.0811026826
6018400935002600691000000020192880000000950632210029 06526000101314576070.86170556.5111026826
601870050400000062000620  20060990000019670328000029 PR-05364000000575832.16168758.1511026826
601890025200100019570018  20122130000002220638000029 PR-05347000000574393.63170856.6711026826
601890034600210019570018  20122130000002990658000029 PR-05347000000575458.79170844.2111026826
601870073200030051800518  20122710000006740468000029 06188000100000575277.73169001.2211026826
602080076200010041800418  20122710000020820418000029 06146000000000571163.60163230.4011026826
602070012100040020270012  20112700000062130328000029 PR-05181000000572524.79164662.3711026826
602070037700010020270012  20112700000027230598000029 PR-05181000000571550.65165539.2911026826
601880112300030000100215  20122850000000720588000029 06156000100000573283.72169290.5811026826
601860021700000020170010  20123030000000370188000029 PR-05417100000578098.97168683.8911026826
6019700678000100162000000020200480000060970638000029 PR-05359000000576526.23167978.9311026826
601880079700030021600216  20123660000000490502200029 06157000000543573257.47169654.3811026826
601880079700030021600216  20123660000010350508000029 06157000000000573279.49169654.8211026826
601840112700060094100941  20122820000010880628000029 06351000100000576016.75170101.9511026826
602050021900070003100158  20123240000003070328000029 06060000100000575927.16163831.8411026826
601880107800017001870018  20122920000016820538000029 PR-05484000000573212.49168836.9711026826
601880108300007001870018  20122920000094840468000029 PR-05484000000573411.05168552.3211026826
601880109000007001870018  20122920000211380388000029 PR-05484000000573336.73168734.7211026826
601930104000020012770018  20122140000011600228000029 PR-05667100000571935.59168752.9811026826
601930023600010014300143  20123130000047460468000029 06169000000000567848.49167791.9011026826
601930021400090014600146  20123130000001130558000029 06169000100000568144.23168145.1611026826
601930023200000014600146  20123130000027120598000029 06169000000000567863.89167865.6111026826
601930023300030063800638  20123130000001700468000029 06169000000000567817.83167817.3711026826
601930106400010012000120  20123140000036770598000029 06173000000000571678.93168259.7411026826
601880112800090000100215  20122850000001180668000029 06156000100000573421.12169419.9611026826
601880121700020014600575  20122850000005540228000029 06156000100000573198.54169194.6211026826
601880121800010014600575  20122850000000710588000029 06156000000000573512.81169270.9511026826
601890045100030019200192  20122890000013720318000029 06105000100000574974.44171529.9911026826
601870051100020062000620  20060990000007800638000029 PR-05364000000576057.01168505.8011026826
601870051100050062000620  20060990000026080678000029 PR-05364000000576020.18168526.4711026826
6018600181000800035000000020151690000026810668000029 06146000000000578101.16169167.7411026826
602080075400000025700257  20061290000005230408000029 06073000000000570986.44163275.5411026826
601840037700097004370043  20121720000001540658000029 PR-06397000000575755.43171521.7111026826
6020700386000100159000000020151550000006440598000029 PR-05204000000571511.62165587.7511026826
6020700447000000159000000020151550000002730468000029 PR-05204000000571155.45165541.7311026826
6020700448000000159000000020151550000023520468000029 PR-05204000000571191.58165620.9211026826
6020700764000000159000000020151550000001430188000029 PR-05204000000571903.08165455.8311026826
6020700767000000159000000020151550000335370498000029 PR-05204000000571760.08165438.9011026826
601950040700110005600279  20070500000024470468000029 PR-05184000000574491.34167828.9011026826
601880005800220056500565  20061380000004360568000029 PR-05302100000575391.86170349.2211026826
601880071100010026700267  20061240000009620498000029 06089000000000572943.04169543.7711026826
601880071100010026700267  20061240000001510492210029 06089000000037572952.04169507.3411026826
